season,matchday,team,Pts,Sum,GD
2017-2018,36,CA Osasuna,52.0,-1.0,8.0
2017-2018,36,CD Tenerife,52.0,1.0,11.0
2017-2018,36,CD Lugo,48.0,-2.0,-7.0
2017-2018,36,Reus Deportiu,44.0,-1.0,-8.0
2017-2018,36,Albacete,46.0,0.0,-5.0
2017-2018,36,Gimnàstic,42.0,-1.0,-7.0
2017-2018,36,Alcorcón,42.0,0.0,-11.0
2017-2018,36,CyD Leonesa,39.0,0.0,-13.0
2017-2018,36,Córdoba CF,36.0,1.0,-15.0
2017-2018,36,UD Almería,39.0,-3.0,-7.0
2017-2018,36,Barcelona B,37.0,-4.0,-6.0
2017-2018,36,Lorca FC,23.0,-1.0,-27.0
2017-2018,36,Sevilla Atl.,23.0,0.0,-28.0
2017-2018,35,Rayo Vallecano,61.0,2.0,19.0
2017-2018,35,Sporting Gijón,61.0,5.0,23.0
2017-2018,35,SD Huesca,59.0,-2.0,15.0
2017-2018,35,CD Numancia,54.0,2.0,8.0
2017-2018,35,Cádiz CF,57.0,2.0,15.0
2017-2018,35,Real Oviedo,53.0,0.0,8.0
2017-2018,35,Real Zaragoza,55.0,3.0,8.0
2017-2018,35,Granada CF,53.0,-2.0,9.0
2017-2018,35,CA Osasuna,51.0,-1.0,8.0
2017-2018,35,CD Tenerife,52.0,3.0,12.0
2017-2018,35,Real Valladolid,51.0,1.0,7.0
2017-2018,35,CD Lugo,48.0,-2.0,-5.0
2017-2018,35,Albacete,45.0,0.0,-5.0
2017-2018,35,Reus Deportiu,41.0,-2.0,-9.0
2017-2018,35,Alcorcón,41.0,0.0,-11.0
2017-2018,35,Gimnàstic,42.0,1.0,-6.0
2017-2018,35,CyD Leonesa,36.0,-2.0,-14.0
2017-2018,35,UD Almería,38.0,-4.0,-7.0
2017-2018,35,Barcelona B,37.0,-3.0,-5.0
2017-2018,35,Córdoba CF,35.0,2.0,-15.0
2017-2018,35,Lorca FC,22.0,-2.0,-27.0
2017-2018,35,Sevilla Atl.,22.0,-1.0,-28.0
2017-2018,34,Sporting Gijón,58.0,5.0,22.0
2017-2018,34,Rayo Vallecano,58.0,1.0,18.0
2017-2018,34,SD Huesca,59.0,-1.0,16.0
2017-2018,34,Cádiz CF,56.0,1.0,15.0
2017-2018,34,Real Zaragoza,52.0,3.0,7.0
2017-2018,34,CD Numancia,51.0,0.0,7.0
2017-2018,34,Granada CF,52.0,-3.0,9.0
2017-2018,34,Real Oviedo,50.0,-1.0,7.0
2017-2018,34,CD Tenerife,49.0,3.0,10.0
2017-2018,34,CA Osasuna,50.0,0.0,8.0
2017-2018,34,Real Valladolid,51.0,2.0,8.0
2017-2018,34,CD Lugo,48.0,0.0,-4.0
2017-2018,34,Albacete,45.0,2.0,-4.0
2017-2018,34,Gimnàstic,39.0,-1.0,-7.0
2017-2018,34,Alcorcón,41.0,0.0,-10.0
2017-2018,34,Reus Deportiu,41.0,-2.0,-8.0
2017-2018,34,UD Almería,37.0,-4.0,-7.0
2017-2018,34,Barcelona B,37.0,-2.0,-4.0
2017-2018,34,CyD Leonesa,33.0,-2.0,-15.0
2017-2018,34,Córdoba CF,32.0,2.0,-16.0
2017-2018,34,Lorca FC,22.0,-2.0,-26.0
2017-2018,34,Sevilla Atl.,22.0,-1.0,-26.0
2017-2018,33,SD Huesca,58.0,-2.0,16.0
2017-2018,33,Rayo Vallecano,57.0,2.0,18.0
2017-2018,33,Sporting Gijón,55.0,5.0,20.0
2017-2018,33,Cádiz CF,55.0,1.0,15.0
2017-2018,33,Real Zaragoza,49.0,3.0,6.0
2017-2018,33,Granada CF,52.0,-1.0,10.0
2017-2018,33,CD Numancia,48.0,-2.0,6.0
2017-2018,33,Real Valladolid,48.0,0.0,7.0
2017-2018,33,Real Oviedo,50.0,-1.0,8.0
2017-2018,33,CA Osasuna,50.0,0.0,9.0
2017-2018,33,CD Tenerife,46.0,3.0,9.0
2017-2018,33,CD Lugo,48.0,0.0,-1.0
2017-2018,33,Albacete,44.0,3.0,-4.0
2017-2018,33,Reus Deportiu,41.0,0.0,-7.0
2017-2018,33,Alcorcón,38.0,-2.0,-11.0
2017-2018,33,Gimnàstic,36.0,-2.0,-10.0
2017-2018,33,UD Almería,37.0,-2.0,-5.0
2017-2018,33,Barcelona B,37.0,-1.0,-2.0
2017-2018,33,CyD Leonesa,33.0,-2.0,-14.0
2017-2018,33,Córdoba CF,32.0,4.0,-15.0
2017-2018,33,Sevilla Atl.,19.0,-3.0,-28.0
2017-2018,33,Lorca FC,19.0,-3.0,-27.0
2017-2018,32,SD Huesca,57.0,-3.0,16.0
2017-2018,32,Rayo Vallecano,57.0,4.0,19.0
2017-2018,32,Sporting Gijón,52.0,4.0,19.0
2017-2018,32,Cádiz CF,54.0,0.0,15.0
2017-2018,32,Granada CF,49.0,-1.0,9.0
2017-2018,32,Real Oviedo,49.0,-1.0,8.0
2017-2018,32,CA Osasuna,47.0,-1.0,7.0
2017-2018,32,Real Zaragoza,49.0,5.0,7.0
2017-2018,32,CD Lugo,47.0,-1.0,-1.0
2017-2018,32,Real Valladolid,47.0,1.0,7.0
2017-2018,32,CD Numancia,48.0,0.0,7.0
2017-2018,32,CD Tenerife,43.0,2.0,7.0
2017-2018,32,Albacete,43.0,3.0,-4.0
2017-2018,32,Reus Deportiu,38.0,-1.0,-8.0
2017-2018,32,Alcorcón,35.0,-3.0,-12.0
2017-2018,32,Barcelona B,37.0,1.0,0.0
2017-2018,32,UD Almería,37.0,0.0,-4.0
2017-2018,32,Gimnàstic,36.0,-2.0,-9.0
2017-2018,32,CyD Leonesa,32.0,-3.0,-14.0
2017-2018,32,Córdoba CF,31.0,3.0,-15.0
2017-2018,32,Sevilla Atl.,16.0,-5.0,-29.0
2017-2018,32,Lorca FC,19.0,-2.0,-25.0
2017-2018,31,Rayo Vallecano,54.0,4.0,18.0
2017-2018,31,SD Huesca,57.0,-1.0,18.0
2017-2018,31,Cádiz CF,51.0,0.0,14.0
2017-2018,31,Sporting Gijón,49.0,4.0,17.0
2017-2018,31,Real Oviedo,46.0,-3.0,7.0
2017-2018,31,Real Zaragoza,46.0,5.0,6.0
2017-2018,31,Granada CF,49.0,1.0,10.0
2017-2018,31,CD Numancia,45.0,-2.0,5.0
2017-2018,31,CA Osasuna,47.0,1.0,8.0
2017-2018,31,CD Lugo,44.0,-3.0,-2.0
2017-2018,31,Real Valladolid,44.0,-1.0,6.0
2017-2018,31,Albacete,40.0,1.0,-5.0
2017-2018,31,CD Tenerife,43.0,4.0,9.0
2017-2018,31,Reus Deportiu,38.0,1.0,-7.0
2017-2018,31,Barcelona B,36.0,0.0,0.0
2017-2018,31,UD Almería,37.0,0.0,-3.0
2017-2018,31,Gimnàstic,36.0,0.0,-7.0
2017-2018,31,Alcorcón,35.0,-1.0,-11.0
2017-2018,31,CyD Leonesa,32.0,-3.0,-13.0
2017-2018,31,Córdoba CF,28.0,1.0,-17.0
2017-2018,31,Lorca FC,18.0,-3.0,-25.0
2017-2018,31,Sevilla Atl.,16.0,-5.0,-28.0
2017-2018,30,SD Huesca,56.0,0.0,18.0
2017-2018,30,Rayo Vallecano,51.0,3.0,17.0
2017-2018,30,Cádiz CF,48.0,-1.0,11.0
2017-2018,30,Granada CF,49.0,3.0,11.0
2017-2018,30,Sporting Gijón,46.0,2.0,13.0
2017-2018,30,CA Osasuna,46.0,1.0,8.0
2017-2018,30,Real Zaragoza,43.0,4.0,4.0
2017-2018,30,Real Oviedo,46.0,-1.0,9.0
2017-2018,30,CD Numancia,44.0,-1.0,5.0
2017-2018,30,Real Valladolid,43.0,0.0,6.0
2017-2018,30,CD Lugo,44.0,-2.0,-1.0
2017-2018,30,CD Tenerife,40.0,2.0,7.0
2017-2018,30,Albacete,39.0,1.0,-5.0
2017-2018,30,Reus Deportiu,37.0,0.0,-7.0
2017-2018,30,UD Almería,37.0,2.0,-2.0
2017-2018,30,Barcelona B,35.0,1.0,0.0
2017-2018,30,Gimnàstic,33.0,-1.0,-8.0
2017-2018,30,Alcorcón,34.0,-1.0,-11.0
2017-2018,30,CyD Leonesa,32.0,-3.0,-9.0
2017-2018,30,Córdoba CF,25.0,-1.0,-18.0
2017-2018,30,Lorca FC,18.0,-3.0,-23.0
2017-2018,30,Sevilla Atl.,16.0,-5.0,-25.0
2017-2018,29,SD Huesca,55.0,1.0,18.0
2017-2018,29,Rayo Vallecano,50.0,4.0,17.0
2017-2018,29,Granada CF,49.0,3.0,12.0
2017-2018,29,Cádiz CF,48.0,0.0,12.0
2017-2018,29,Real Oviedo,45.0,-1.0,9.0
2017-2018,29,CA Osasuna,43.0,-1.0,7.0
2017-2018,29,Sporting Gijón,43.0,2.0,12.0
2017-2018,29,CD Numancia,44.0,0.0,6.0
2017-2018,29,CD Lugo,41.0,-3.0,-2.0
2017-2018,29,Real Valladolid,42.0,0.0,6.0
2017-2018,29,Real Zaragoza,40.0,4.0,3.0
2017-2018,29,CD Tenerife,37.0,1.0,6.0
2017-2018,29,Albacete,36.0,1.0,-6.0
2017-2018,29,Reus Deportiu,37.0,1.0,-5.0
2017-2018,29,UD Almería,36.0,2.0,-2.0
2017-2018,29,Barcelona B,34.0,2.0,0.0
2017-2018,29,Alcorcón,34.0,-1.0,-10.0
2017-2018,29,Gimnàstic,33.0,-1.0,-7.0
2017-2018,29,CyD Leonesa,29.0,-3.0,-11.0
2017-2018,29,Córdoba CF,22.0,-3.0,-19.0
2017-2018,29,Lorca FC,18.0,-3.0,-22.0
2017-2018,29,Sevilla Atl.,16.0,-5.0,-24.0
2017-2018,28,SD Huesca,55.0,3.0,21.0
2017-2018,28,Rayo Vallecano,47.0,3.0,14.0
2017-2018,28,Granada CF,46.0,3.0,10.0
2017-2018,28,Cádiz CF,47.0,-1.0,12.0
2017-2018,28,Real Oviedo,45.0,1.0,10.0
2017-2018,28,CD Numancia,44.0,1.0,7.0
2017-2018,28,Sporting Gijón,40.0,0.0,10.0
2017-2018,28,CA Osasuna,43.0,1.0,9.0
2017-2018,28,Real Valladolid,42.0,2.0,7.0
2017-2018,28,CD Lugo,41.0,-1.0,0.0
2017-2018,28,Real Zaragoza,37.0,2.0,2.0
2017-2018,28,Reus Deportiu,34.0,1.0,-7.0
2017-2018,28,CD Tenerife,34.0,-1.0,4.0
2017-2018,28,UD Almería,33.0,0.0,-3.0
2017-2018,28,Albacete,33.0,-1.0,-7.0
2017-2018,28,Barcelona B,33.0,3.0,0.0
2017-2018,28,Alcorcón,34.0,1.0,-8.0
2017-2018,28,Gimnàstic,32.0,-2.0,-7.0
2017-2018,28,CyD Leonesa,29.0,-3.0,-10.0
2017-2018,28,Córdoba CF,19.0,-3.0,-20.0
2017-2018,28,Lorca FC,17.0,-4.0,-22.0
2017-2018,28,Sevilla Atl.,16.0,-5.0,-22.0
2017-2018,27,SD Huesca,55.0,5.0,22.0
2017-2018,27,Rayo Vallecano,44.0,2.0,13.0
2017-2018,27,Cádiz CF,47.0,1.0,13.0
2017-2018,27,Granada CF,43.0,1.0,9.0
2017-2018,27,Real Oviedo,44.0,1.0,10.0
2017-2018,27,CD Numancia,41.0,-1.0,6.0
2017-2018,27,CA Osasuna,42.0,2.0,9.0
2017-2018,27,Real Valladolid,39.0,2.0,6.0
2017-2018,27,CD Lugo,41.0,1.0,1.0
2017-2018,27,Sporting Gijón,39.0,1.0,10.0
2017-2018,27,Real Zaragoza,34.0,2.0,0.0
2017-2018,27,Alcorcón,33.0,0.0,-8.0
2017-2018,27,Reus Deportiu,33.0,0.0,-7.0
2017-2018,27,CD Tenerife,33.0,-2.0,4.0
2017-2018,27,Albacete,32.0,0.0,-7.0
2017-2018,27,UD Almería,30.0,-1.0,-6.0
2017-2018,27,Barcelona B,30.0,1.0,-1.0
2017-2018,27,Gimnàstic,32.0,-1.0,-5.0
2017-2018,27,CyD Leonesa,29.0,-1.0,-9.0
2017-2018,27,Córdoba CF,19.0,-3.0,-19.0
2017-2018,27,Lorca FC,16.0,-5.0,-22.0
2017-2018,27,Sevilla Atl.,16.0,-5.0,-19.0
2017-2018,26,SD Huesca,52.0,4.0,21.0
2017-2018,26,Cádiz CF,44.0,1.0,12.0
2017-2018,26,Rayo Vallecano,41.0,0.0,11.0
2017-2018,26,Real Oviedo,44.0,2.0,11.0
2017-2018,26,Granada CF,40.0,-1.0,8.0
2017-2018,26,CA Osasuna,39.0,2.0,8.0
2017-2018,26,CD Numancia,41.0,0.0,8.0
2017-2018,26,CD Lugo,41.0,1.0,3.0
2017-2018,26,Sporting Gijón,36.0,1.0,8.0
2017-2018,26,Real Valladolid,39.0,2.0,7.0
2017-2018,26,Real Zaragoza,31.0,1.0,-2.0
2017-2018,26,Reus Deportiu,30.0,-1.0,-10.0
2017-2018,26,CD Tenerife,30.0,-2.0,0.0
2017-2018,26,Alcorcón,30.0,-1.0,-9.0
2017-2018,26,Albacete,32.0,0.0,-6.0
2017-2018,26,Gimnàstic,29.0,-1.0,-6.0
2017-2018,26,Barcelona B,30.0,2.0,0.0
2017-2018,26,UD Almería,30.0,1.0,-5.0
2017-2018,26,CyD Leonesa,29.0,0.0,-8.0
2017-2018,26,Córdoba CF,19.0,-3.0,-15.0
2017-2018,26,Lorca FC,16.0,-5.0,-19.0
2017-2018,26,Sevilla Atl.,16.0,-3.0,-17.0
2017-2018,25,SD Huesca,49.0,4.0,20.0
2017-2018,25,Real Oviedo,41.0,2.0,10.0
2017-2018,25,Cádiz CF,43.0,1.0,12.0
2017-2018,25,CD Lugo,40.0,0.0,3.0
2017-2018,25,CD Numancia,38.0,0.0,7.0
2017-2018,25,Rayo Vallecano,40.0,1.0,11.0
2017-2018,25,Granada CF,37.0,-1.0,7.0
2017-2018,25,CA Osasuna,38.0,3.0,8.0
2017-2018,25,Real Valladolid,36.0,2.0,6.0
2017-2018,25,Sporting Gijón,36.0,1.0,9.0
2017-2018,25,Albacete,31.0,1.0,-6.0
2017-2018,25,Real Zaragoza,30.0,0.0,-2.0
2017-2018,25,Alcorcón,29.0,0.0,-9.0
2017-2018,25,UD Almería,27.0,-1.0,-6.0
2017-2018,25,CD Tenerife,30.0,-1.0,1.0
2017-2018,25,Reus Deportiu,30.0,-1.0,-9.0
2017-2018,25,Barcelona B,27.0,0.0,-1.0
2017-2018,25,Gimnàstic,28.0,-2.0,-6.0
2017-2018,25,CyD Leonesa,29.0,0.0,-7.0
2017-2018,25,Córdoba CF,19.0,-1.0,-14.0
2017-2018,25,Lorca FC,16.0,-5.0,-18.0
2017-2018,25,Sevilla Atl.,16.0,-3.0,-16.0
2017-2018,24,SD Huesca,46.0,4.0,19.0
2017-2018,24,Cádiz CF,42.0,2.0,12.0
2017-2018,24,Real Oviedo,40.0,3.0,10.0
2017-2018,24,Rayo Vallecano,37.0,1.0,7.0
2017-2018,24,CD Lugo,39.0,-1.0,3.0
2017-2018,24,CA Osasuna,38.0,4.0,9.0
2017-2018,24,CD Numancia,37.0,0.0,7.0
2017-2018,24,Granada CF,37.0,0.0,10.0
2017-2018,24,Sporting Gijón,33.0,1.0,7.0
2017-2018,24,Real Valladolid,35.0,3.0,6.0
2017-2018,24,Albacete,28.0,0.0,-8.0
2017-2018,24,Real Zaragoza,27.0,-1.0,-3.0
2017-2018,24,Reus Deportiu,29.0,-1.0,-9.0
2017-2018,24,CD Tenerife,29.0,-2.0,1.0
2017-2018,24,CyD Leonesa,26.0,0.0,-8.0
2017-2018,24,Alcorcón,29.0,0.0,-7.0
2017-2018,24,Gimnàstic,28.0,-2.0,-4.0
2017-2018,24,Barcelona B,24.0,-2.0,-4.0
2017-2018,24,UD Almería,26.0,0.0,-6.0
2017-2018,24,Córdoba CF,19.0,-1.0,-13.0
2017-2018,24,Lorca FC,16.0,-5.0,-14.0
2017-2018,24,Sevilla Atl.,16.0,-3.0,-15.0
2017-2018,23,SD Huesca,43.0,3.0,18.0
2017-2018,23,Cádiz CF,42.0,4.0,13.0
2017-2018,23,Real Oviedo,37.0,3.0,9.0
2017-2018,23,CD Lugo,36.0,-1.0,1.0
2017-2018,23,CA Osasuna,35.0,2.0,8.0
2017-2018,23,Granada CF,34.0,0.0,9.0
2017-2018,23,CD Numancia,36.0,1.0,7.0
2017-2018,23,Rayo Vallecano,36.0,1.0,7.0
2017-2018,23,Real Valladolid,32.0,1.0,5.0
2017-2018,23,Sporting Gijón,33.0,1.0,9.0
2017-2018,23,Alcorcón,26.0,-1.0,-8.0
2017-2018,23,CD Tenerife,29.0,0.0,3.0
2017-2018,23,Reus Deportiu,26.0,-3.0,-10.0
2017-2018,23,Gimnàstic,28.0,0.0,-3.0
2017-2018,23,Albacete,28.0,2.0,-7.0
2017-2018,23,Real Zaragoza,27.0,-1.0,-2.0
2017-2018,23,UD Almería,26.0,0.0,-5.0
2017-2018,23,CyD Leonesa,26.0,0.0,-7.0
2017-2018,23,Barcelona B,21.0,-2.0,-6.0
2017-2018,23,Córdoba CF,16.0,-2.0,-14.0
2017-2018,23,Lorca FC,16.0,-5.0,-13.0
2017-2018,23,Sevilla Atl.,16.0,-3.0,-14.0
2017-2018,22,SD Huesca,40.0,3.0,17.0
2017-2018,22,Cádiz CF,39.0,4.0,11.0
2017-2018,22,Real Oviedo,36.0,4.0,9.0
2017-2018,22,Rayo Vallecano,35.0,2.0,7.0
2017-2018,22,CD Lugo,33.0,-2.0,0.0
2017-2018,22,CD Numancia,36.0,3.0,8.0
2017-2018,22,CA Osasuna,32.0,0.0,7.0
2017-2018,22,Granada CF,34.0,0.0,10.0
2017-2018,22,Sporting Gijón,30.0,-1.0,6.0
2017-2018,22,Real Valladolid,29.0,-1.0,4.0
2017-2018,22,CD Tenerife,29.0,0.0,4.0
2017-2018,22,Albacete,25.0,0.0,-8.0
2017-2018,22,Gimnàstic,27.0,1.0,-3.0
2017-2018,22,Real Zaragoza,24.0,-1.0,-3.0
2017-2018,22,UD Almería,25.0,1.0,-5.0
2017-2018,22,Reus Deportiu,26.0,-1.0,-9.0
2017-2018,22,CyD Leonesa,23.0,-1.0,-8.0
2017-2018,22,Alcorcón,26.0,0.0,-5.0
2017-2018,22,Barcelona B,21.0,-2.0,-5.0
2017-2018,22,Sevilla Atl.,16.0,-2.0,-13.0
2017-2018,22,Córdoba CF,16.0,-2.0,-12.0
2017-2018,22,Lorca FC,16.0,-5.0,-12.0
2017-2018,21,SD Huesca,39.0,2.0,17.0
2017-2018,21,Cádiz CF,36.0,4.0,10.0
2017-2018,21,CD Numancia,35.0,2.0,8.0
2017-2018,21,Real Oviedo,35.0,5.0,9.0
2017-2018,21,Rayo Vallecano,35.0,3.0,8.0
2017-2018,21,Granada CF,34.0,2.0,11.0
2017-2018,21,CD Lugo,33.0,0.0,1.0
2017-2018,21,CA Osasuna,29.0,-2.0,5.0
2017-2018,21,Sporting Gijón,27.0,-2.0,5.0
2017-2018,21,Real Valladolid,29.0,-1.0,6.0
2017-2018,21,CD Tenerife,26.0,-1.0,3.0
2017-2018,21,Gimnàstic,24.0,-1.0,-4.0
2017-2018,21,Reus Deportiu,25.0,-1.0,-9.0
2017-2018,21,Alcorcón,25.0,0.0,-5.0
2017-2018,21,Albacete,25.0,1.0,-7.0
2017-2018,21,UD Almería,22.0,0.0,-6.0
2017-2018,21,Real Zaragoza,23.0,-1.0,-3.0
2017-2018,21,CyD Leonesa,22.0,-1.0,-8.0
2017-2018,21,Barcelona B,20.0,-2.0,-5.0
2017-2018,21,Sevilla Atl.,13.0,-3.0,-14.0
2017-2018,21,Córdoba CF,16.0,-1.0,-11.0
2017-2018,21,Lorca FC,16.0,-3.0,-11.0
2017-2018,20,SD Huesca,36.0,2.0,16.0
2017-2018,20,Cádiz CF,35.0,5.0,10.0
2017-2018,20,CD Numancia,32.0,0.0,5.0
2017-2018,20,Real Oviedo,32.0,3.0,6.0
2017-2018,20,Rayo Vallecano,32.0,3.0,7.0
2017-2018,20,Granada CF,31.0,1.0,10.0
2017-2018,20,CD Lugo,33.0,2.0,2.0
2017-2018,20,Real Valladolid,26.0,-1.0,5.0
2017-2018,20,CA Osasuna,26.0,-4.0,4.0
2017-2018,20,Sporting Gijón,27.0,-2.0,6.0
2017-2018,20,CD Tenerife,25.0,-2.0,3.0
2017-2018,20,Alcorcón,22.0,0.0,-7.0
2017-2018,20,Albacete,22.0,0.0,-8.0
2017-2018,20,Reus Deportiu,25.0,0.0,-4.0
2017-2018,20,Gimnàstic,24.0,1.0,-3.0
2017-2018,20,Real Zaragoza,23.0,-1.0,-2.0
2017-2018,20,UD Almería,22.0,2.0,-4.0
2017-2018,20,CyD Leonesa,22.0,0.0,-5.0
2017-2018,20,Barcelona B,20.0,-2.0,-4.0
2017-2018,20,Lorca FC,16.0,-3.0,-10.0
2017-2018,20,Córdoba CF,13.0,-2.0,-16.0
2017-2018,20,Sevilla Atl.,13.0,-2.0,-11.0
2017-2018,19,SD Huesca,33.0,2.0,13.0
2017-2018,19,Cádiz CF,32.0,5.0,8.0
2017-2018,19,CD Lugo,33.0,2.0,5.0
2017-2018,19,Rayo Vallecano,29.0,1.0,6.0
2017-2018,19,CD Numancia,31.0,1.0,5.0
2017-2018,19,Real Oviedo,29.0,3.0,5.0
2017-2018,19,Granada CF,30.0,0.0,10.0
2017-2018,19,Sporting Gijón,24.0,-3.0,3.0
2017-2018,19,CA Osasuna,25.0,-3.0,4.0
2017-2018,19,Real Valladolid,23.0,-2.0,2.0
2017-2018,19,Reus Deportiu,24.0,-1.0,-4.0
2017-2018,19,CD Tenerife,25.0,0.0,6.0
2017-2018,19,Gimnàstic,24.0,1.0,-1.0
2017-2018,19,Real Zaragoza,22.0,0.0,-2.0
2017-2018,19,UD Almería,19.0,0.0,-5.0
2017-2018,19,Albacete,21.0,1.0,-8.0
2017-2018,19,CyD Leonesa,19.0,-2.0,-7.0
2017-2018,19,Alcorcón,22.0,1.0,-6.0
2017-2018,19,Barcelona B,20.0,-2.0,-2.0
2017-2018,19,Lorca FC,16.0,-2.0,-7.0
2017-2018,19,Sevilla Atl.,13.0,0.0,-10.0
2017-2018,19,Córdoba CF,13.0,-2.0,-15.0
2017-2018,18,CD Lugo,30.0,0.0,3.0
2017-2018,18,SD Huesca,32.0,3.0,13.0
2017-2018,18,Cádiz CF,29.0,5.0,6.0
2017-2018,18,CD Numancia,28.0,1.0,4.0
2017-2018,18,Granada CF,27.0,-1.0,9.0
2017-2018,18,Real Oviedo,26.0,3.0,4.0
2017-2018,18,Rayo Vallecano,28.0,1.0,6.0
2017-2018,18,CD Tenerife,22.0,-1.0,3.0
2017-2018,18,CA Osasuna,25.0,-2.0,5.0
2017-2018,18,Gimnàstic,21.0,1.0,-2.0
2017-2018,18,Sporting Gijón,24.0,-3.0,4.0
2017-2018,18,Reus Deportiu,24.0,1.0,-1.0
2017-2018,18,Real Valladolid,23.0,-2.0,3.0
2017-2018,18,Alcorcón,21.0,0.0,-6.0
2017-2018,18,Real Zaragoza,22.0,0.0,0.0
2017-2018,18,Albacete,18.0,0.0,-9.0
2017-2018,18,Barcelona B,17.0,-3.0,-3.0
2017-2018,18,UD Almería,19.0,0.0,-4.0
2017-2018,18,CyD Leonesa,19.0,-1.0,-5.0
2017-2018,18,Lorca FC,16.0,0.0,-6.0
2017-2018,18,Córdoba CF,12.0,-3.0,-15.0
2017-2018,18,Sevilla Atl.,13.0,1.0,-9.0
2017-2018,17,SD Huesca,29.0,2.0,11.0
2017-2018,17,CD Lugo,29.0,1.0,3.0
2017-2018,17,Cádiz CF,26.0,4.0,4.0
2017-2018,17,Rayo Vallecano,25.0,0.0,5.0
2017-2018,17,CD Numancia,25.0,0.0,3.0
2017-2018,17,Granada CF,27.0,1.0,10.0
2017-2018,17,Real Oviedo,23.0,1.0,2.0
2017-2018,17,CA Osasuna,25.0,-1.0,7.0
2017-2018,17,Reus Deportiu,21.0,0.0,-2.0
2017-2018,17,Sporting Gijón,24.0,-1.0,5.0
2017-2018,17,Real Valladolid,23.0,-1.0,4.0
2017-2018,17,CD Tenerife,22.0,0.0,4.0
2017-2018,17,Real Zaragoza,19.0,-1.0,-1.0
2017-2018,17,Alcorcón,20.0,1.0,-6.0
2017-2018,17,Gimnàstic,18.0,-1.0,-4.0
2017-2018,17,CyD Leonesa,18.0,-1.0,-5.0
2017-2018,17,UD Almería,16.0,-2.0,-5.0
2017-2018,17,Albacete,18.0,1.0,-7.0
2017-2018,17,Barcelona B,17.0,-2.0,-2.0
2017-2018,17,Lorca FC,16.0,0.0,-4.0
2017-2018,17,Sevilla Atl.,12.0,1.0,-9.0
2017-2018,17,Córdoba CF,12.0,-2.0,-13.0
2017-2018,16,CD Lugo,26.0,0.0,2.0
2017-2018,16,SD Huesca,29.0,4.0,13.0
2017-2018,16,Granada CF,24.0,1.0,8.0
2017-2018,16,Cádiz CF,23.0,2.0,3.0
2017-2018,16,Rayo Vallecano,24.0,0.0,5.0
2017-2018,16,CD Numancia,25.0,0.0,5.0
2017-2018,16,CA Osasuna,25.0,0.0,8.0
2017-2018,16,Sporting Gijón,23.0,-1.0,5.0
2017-2018,16,Real Oviedo,20.0,1.0,0.0
2017-2018,16,Real Valladolid,23.0,0.0,5.0
2017-2018,16,CD Tenerife,21.0,0.0,4.0
2017-2018,16,Reus Deportiu,20.0,1.0,-2.0
2017-2018,16,Alcorcón,19.0,2.0,-6.0
2017-2018,16,Real Zaragoza,18.0,-1.0,-1.0
2017-2018,16,Gimnàstic,18.0,-1.0,-2.0
2017-2018,16,Albacete,17.0,1.0,-7.0
2017-2018,16,CyD Leonesa,17.0,-1.0,-5.0
2017-2018,16,Barcelona B,16.0,-2.0,-2.0
2017-2018,16,Lorca FC,13.0,-1.0,-6.0
2017-2018,16,UD Almería,15.0,-3.0,-5.0
2017-2018,16,Córdoba CF,11.0,-3.0,-13.0
2017-2018,16,Sevilla Atl.,11.0,1.0,-9.0
2017-2018,15,SD Huesca,26.0,3.0,10.0
2017-2018,15,CD Lugo,23.0,0.0,1.0
2017-2018,15,CD Numancia,25.0,1.0,6.0
2017-2018,15,CA Osasuna,25.0,1.0,9.0
2017-2018,15,Rayo Vallecano,21.0,0.0,4.0
2017-2018,15,Granada CF,23.0,2.0,8.0
2017-2018,15,Real Valladolid,20.0,-1.0,3.0
2017-2018,15,Sporting Gijón,23.0,0.0,8.0
2017-2018,15,Cádiz CF,20.0,1.0,0.0
2017-2018,15,CD Tenerife,21.0,1.0,7.0
2017-2018,15,Reus Deportiu,19.0,0.0,-2.0
2017-2018,15,Real Oviedo,20.0,1.0,2.0
2017-2018,15,Alcorcón,16.0,0.0,-7.0
2017-2018,15,Real Zaragoza,18.0,0.0,2.0
2017-2018,15,Gimnàstic,15.0,-1.0,-3.0
2017-2018,15,CyD Leonesa,16.0,-1.0,-5.0
2017-2018,15,Albacete,16.0,2.0,-7.0
2017-2018,15,Barcelona B,16.0,0.0,-1.0
2017-2018,15,UD Almería,12.0,-4.0,-8.0
2017-2018,15,Lorca FC,13.0,-1.0,-5.0
2017-2018,15,Sevilla Atl.,10.0,0.0,-9.0
2017-2018,15,Córdoba CF,10.0,-4.0,-13.0
2017-2018,14,SD Huesca,23.0,2.0,8.0
2017-2018,14,CA Osasuna,22.0,1.0,8.0
2017-2018,14,CD Numancia,22.0,1.0,5.0
2017-2018,14,Granada CF,23.0,2.0,9.0
2017-2018,14,CD Lugo,23.0,2.0,2.0
2017-2018,14,Sporting Gijón,22.0,1.0,8.0
2017-2018,14,CD Tenerife,18.0,0.0,5.0
2017-2018,14,Rayo Vallecano,21.0,2.0,5.0
2017-2018,14,Cádiz CF,17.0,0.0,-1.0
2017-2018,14,Real Oviedo,17.0,0.0,1.0
2017-2018,14,Real Valladolid,19.0,0.0,3.0
2017-2018,14,Reus Deportiu,19.0,1.0,-1.0
